Gene_acc,Gene_id,PG.ProteinAccessions,WT.1,WT.2,WT.3,CAS9.1,CAS9.2,CAS9.3,Desc
21,Tb07.11L3.100,Tb07.11L3.100:mRNA-p1;Tb927.7.2150:mRNA-p1,14.972156038455491,15.36941124046762,15.060268289813264,15.268337677971994,14.712530568819185,14.349914384693738,SUMO-interacting motif-containing protein
22,Tb07.11L3.90,Tb07.11L3.90:mRNA-p1;Tb927.7.2140:mRNA-p1,17.626133674314406,17.584688219649465,17.557340290607808,17.663068560665575,17.74792056976164,17.66134688939186,"zinc finger protein family member, putative"
23,Tb08.27P2.110,Tb08.27P2.110:mRNA-p1;Tb927.8.480:mRNA-p1,15.453363082640907,14.369827349474203,16.369939143339586,16.412333894064297,16.463103368476624,16.325708132658644,"phosphatidic acid phosphatase protein, putative"
26,Tb09.v4.0013,Tb09.v4.0013:mRNA-p1,20.717688344968877,18.96814390414508,18.533838009549733,19.076448817174303,20.709492153758877,20.13024658414423,"retrotransposon hot spot (RHS) protein, putative"
27,Tb09.v4.0014,Tb09.v4.0014:mRNA-p1;Tb09.v4.0110:mRNA-p1;Tb927.9.15850:mRNA-p1,16.007243751570716,16.01910184631883,16.195852018607567,15.887195323808585,15.89012787328915,15.896748965511158,hypothetical protein
28,Tb09.v4.0015,Tb09.v4.0015:mRNA-p1,15.372829997015387,15.358668369191353,15.270966243127955,15.505393625228397,15.083534350586234,15.702249110531838,hypothetical protein
29,Tb09.v4.0016,Tb09.v4.0016:mRNA-p1;Tb11.v5.0463.1-p1,18.045706010909722,17.60226118452037,17.629353951740256,17.434065812298915,17.671077339618517,17.408831936845452,"expression site-associated gene (ESAG) protein, putative"
34,Tb09.v4.0119,Tb09.v4.0119:pseudogenic_transcript-p1,10.85797131662317,11.064884665458097,10.633209884829494,10.18952975520991,10.789732725346521,10.96668973540333,"variant surface glycoprotein (VSG, pseudogene), putative"
35,Tb09.v4.0150,Tb09.v4.0150:pseudogenic_transcript-p1,15.62403482499659,15.782998808614618,15.804448536238406,16.187722219696397,16.005514219108502,16.106503197504775,"variant surface glycoprotein (VSG, pseudogene), putative"
36,Tb09.v4.0160,Tb09.v4.0160:pseudogenic_transcript-p1,16.65494637304663,16.867843822205533,16.87368685385541,16.40182285456252,17.20821470769797,17.121873683001073,"expression site-associated gene 3 (ESAG3, pseudogene), putative"
38,Tb10.v4.0033,Tb10.v4.0033:mRNA-p1;Tb927.10.4430:mRNA-p1,16.903444261261846,17.071317506253443,17.089025782001347,16.835627455105925,16.728481177762212,16.646156336094794,pumillo RNA binding protein PUF1
39,Tb10.v4.0034,Tb10.v4.0034:mRNA-p1;Tb927.10.4440:mRNA-p1,15.700354094699021,15.608271631889545,15.45224853120012,15.932077029715208,16.026684516139085,15.937487241142144,predicted SAP domain protein
40,Tb10.v4.0035,Tb10.v4.0035:mRNA-p1;Tb927.10.4450:mRNA-p1,19.7142286403366,19.808011746243118,19.683478055946374,19.883668004943285,19.704477084678434,19.97633940149104,"stress-inducible protein STI1-like, putative"
41,Tb10.v4.0036,Tb10.v4.0036:mRNA-p1;Tb927.10.4460:mRNA-p1,18.150234750815997,17.836179252742678,17.805540199571425,17.869225480158132,18.098935810958757,17.885877219396097,"leucine carboxyl methyltransferase, putative"
42,Tb10.v4.0037,Tb10.v4.0037:mRNA-p1;Tb927.10.4470:mRNA-p1,17.020006173317952,17.013345336683518,17.007567818899194,17.210725141858394,17.17301767768103,17.05124479325971,"hypothetical protein, conserved"
44,Tb10.v4.0039,Tb10.v4.0039:mRNA-p1;Tb927.10.4490:mRNA-p1,17.93578606877279,17.539210175678708,17.7874380038223,17.422300929663997,17.6678964595654,17.329110070348833,"hypothetical protein, conserved"
45,Tb10.v4.0040,Tb10.v4.0040:mRNA-p1;Tb927.10.4500:mRNA-p1,18.06886108349393,17.399560742471863,17.508437613737126,17.51575288690804,17.842052671062866,17.55460337133135,cap guanine-N7 methyltransferase
46,Tb10.v4.0041,Tb10.v4.0041:mRNA-p1,18.622718113185503,18.214386272382892,18.257477765459242,18.407268931396036,18.634608453796936,18.345535597597355,"PUB domain containing protein, putative"
47,Tb10.v4.0043,Tb10.v4.0043:mRNA-p1;Tb11.v5.1012.1-p1;Tb927.10.4330:mRNA-p1,15.745994507544811,15.954888868057424,16.01484883621688,15.675647622739396,15.710069020090012,15.584984055719039,"2-oxoisovalerate dehydrogenase beta subunit, mitochondrial precursor, putative"
48,Tb10.v4.0044,Tb10.v4.0044:mRNA-p1;Tb927.10.4320:mRNA-p1,15.344667181794465,15.29965297752973,15.24477581326307,15.230236414854943,15.33423795369661,15.27266722749103,"hypothetical protein, conserved"
49,Tb10.v4.0045,Tb10.v4.0045:mRNA-p1;Tb927.10.4310:mRNA-p1,18.869975757053204,18.869041404583992,18.905708797267337,18.53704299071862,18.698777037572544,18.324878087697005,"prohibitin 2, putative"
53,Tb10.v4.0246,Tb10.v4.0246:mRNA-p1;Tb927.10.6900:mRNA-p1,16.975746530542068,16.895437808157094,16.821274949107103,16.950276086904516,16.894173207578042,16.894517771253312,base J-associated glucosyltransferase
54,Tb11.01.2730,Tb11.01.2730.1-p1,17.175995353576795,17.28863419817371,17.352467806553555,17.211161694009252,17.118339923809202,17.383240214828163,"hypothetical protein, conserved"
55,Tb11.01.6250,Tb11.01.6250:mRNA-p1,16.527909461292786,16.71010917973666,16.71745260766482,16.604123125723618,16.727687941243268,16.56116905711668,"expression site-associated gene 11 (ESAG11) protein, putative"
56,Tb11.02.5070b,Tb11.02.5070b.1-p1;Tb927.11.7212:mRNA-p1,16.016496151229067,15.589475254124569,15.531942524285697,15.818775242227812,16.07264227677661,15.742167862416926,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
57,Tb11.02.5080b,Tb11.02.5080b.1-p1;Tb927.11.7213:mRNA-p1,19.06671069940901,19.046328866649684,19.034409083433275,18.840690634038836,19.05785029897899,18.682595388108854,"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative"
58,Tb11.02.5090,Tb11.02.5090.1-p1;Tb11.02.5090b.1-p1,16.20270316697266,16.655945772629632,16.667870695843348,16.746648704004965,16.41124434126961,16.68800010417161,"proliferator-activated receptor-interacting protein (PRIP) interacting protein (PIMT), putative, pseudogene"
62,Tb11.02.5380,Tb11.02.5380.1-p1;Tb11.02.5380b.1-p1,18.270593898676513,18.725291359691106,18.72419396733337,19.04886398996096,18.31115016445235,19.000562961346635,"exosome complex exonuclease RRP44p homologue, putative"
63,Tb11.02.5390,Tb11.02.5390:mRNA-p1;Tb11.02.5390b.1-p1,15.8298562630404,15.755385885489027,16.166060846189595,16.116213221229707,15.777562547170014,16.16376851098327,"mRNA processing protein, putative"
64,Tb11.02.5410,Tb11.02.5410:mRNA-p1;Tb11.02.5410b:mRNA-p1,16.949444969371235,16.887093873761145,16.96329563904111,16.99862864670938,16.893656670562837,16.964118288890802,"ubiquitin activating enzyme, putative"
65,Tb11.02.5420,Tb11.02.5420:mRNA-p1;Tb11.02.5420b.1-p1,20.15502015822464,20.12304420722504,20.109231436305752,20.323746112602798,20.29006920345309,20.275197114184728,"NADPH-cytochrome p450 reductase, putative"
66,Tb11.02.5430,Tb11.02.5430:mRNA-p1;Tb11.02.5430b.1-p1,14.969767589368733,15.028159512304205,14.946715698819641,14.9737465817522,14.955056277962093,14.684832928325614,"hypothetical protein, conserved"
67,Tb11.0290,Tb11.0290:mRNA-p1;Tb11.0390:mRNA-p1;Tb927.11.7705:mRNA-p1;Tb927.6.4980:mRNA-p1,22.471436081523727,22.748139913158266,22.68453547491592,22.579111036613426,22.44494548658373,22.57699816963077,40S ribosomal protein S14
68,Tb11.0330,Tb11.0330:mRNA-p1;Tb927.11.7670.1-p1,15.493792307088462,15.480883244440463,15.329621859489432,15.484382735882084,15.63104013626934,15.33752554170652,"Cornifin (SPRR) family, putative"
69,Tb11.0350,Tb11.0350:mRNA-p1;Tb927.11.7650.1-p1,18.67080285614035,18.744249866689955,18.695743996236235,18.825114260588844,18.570398088056017,18.65406027791017,hypothetical protein
71,Tb11.0520,Tb11.0520:mRNA-p1;Tb927.10.1130:mRNA-p1,17.525113571380192,17.611502377851203,17.52453490016343,17.418048179655145,17.327451771190944,17.548232206629088,"dynein arm light chain, axonemal, putative"
72,Tb11.0530,Tb11.0530:mRNA-p1;Tb927.10.1140:mRNA-p1,16.15222835593225,16.25932203155962,16.22136822058167,16.178022110629765,15.913551972340697,16.238443518044274,epsilon tubulin
73,Tb11.0540,Tb11.0540:mRNA-p1;Tb927.10.1150:mRNA-p1,13.306061828535945,12.139919606852175,12.885545201032087,13.078356390788285,13.217682342237689,12.588687189570368,"hypothetical protein, conserved"
74,Tb11.0840,Tb11.0840:mRNA-p1,13.50039454612465,14.659636007969835,15.091506248371495,13.945272985045454,13.7118307877376,13.561886432633713,hypothetical protein
75,Tb11.0845,Tb11.0845:mRNA-p1;Tb927.11.18680:mRNA-p1;Tb927.11.715:mRNA-p1,22.597213517064116,22.400571601309185,22.458132220666613,22.353529558668253,22.39371723912726,22.22581199953087,"dynein light chain LC8, putative"
76,Tb11.1220,Tb11.1220:mRNA-p1;Tb11.v5.0996.1-p1,20.854166339017446,20.875235644173546,20.893101703201943,20.60054043878941,20.776875147974152,20.578719802148775,"hypothetical protein, conserved"
77,Tb11.1240,Tb11.1240:mRNA-p1;Tb11.v5.0998.1-p1;Tb927.10.15270:mRNA-p1,19.83964563022729,19.951403006385902,19.980982568031315,19.341465072993216,19.777825879790004,19.864854434004094,"metallo- peptidase, Clan MG, Family M24"
78,Tb11.1370.1-p1,Tb11.1370.1-p1;Tb11.1420:mRNA-p1;Tb927.11.1850:mRNA-p1,16.68854315606587,17.076407224418876,17.133257314587265,18.334974691023582,17.007660713900595,17.458767299983105,"hypothetical protein, conserved"
79,Tb11.1380.1-p1,Tb11.1380.1-p1;Tb927.11.1840:mRNA-p1,21.935663612650924,21.764597379261414,21.791316132098544,21.905651605202255,21.79724988366334,21.951319225044614,"hypothetical protein, conserved"
80,Tb11.1780.1-p1,Tb11.1780.1-p1,20.959597051583653,20.61990594815894,20.63045488965067,21.147430247689776,21.458102049320836,20.919386469952617,"retrotransposon hot spot protein 1 (RHS1, pseudogene), putative"
81,Tb11.1790.1-p1,Tb11.1790.1-p1,18.37608656234385,18.682907275783773,18.702578971333953,18.709471013735754,18.437889957381422,18.70348593747519,"retrotransposon hot spot protein (RHS, pseudogene), putative"
82,Tb11.1800,Tb11.1800:pseudogenic_transcript-p1;Tb11.v5.0442.1-p1,18.61164127660003,18.674041585792363,18.75849010075853,18.811488861737676,18.791648998109597,18.770365573475953,"retrotransposon hot spot protein, RHS3, putative"
83,Tb11.v5.0150,Tb11.v5.0150.1-p1;Tb927.7.4650:mRNA-p1,15.61744459656563,15.258598236544834,15.454526725261085,15.489816853011053,15.340655726770596,15.494410785719074,J Biosynthesis Protein 2
84,Tb11.v5.0152,Tb11.v5.0152.1-p1;Tb927.7.4670:mRNA-p1,16.943411153920266,17.33115723215421,17.31789545592746,17.223348917385092,17.115377252348246,17.137349387791623,ribosomal RNA processing protein 4
85,Tb11.v5.0153,Tb11.v5.0153.1-p1;Tb927.7.4690:mRNA-p1,16.209357275257126,16.51398149999308,16.602657979683233,16.669042263334703,16.25707472385455,16.723816737837403,hypothetical protein
87,Tb11.v5.0157,Tb11.v5.0157.1-p1;Tb927.7.4740:mRNA-p1,17.615190697660324,18.031530760699763,18.066193341445135,18.2400507513997,17.250427241562573,17.981533139455536,"hypothetical protein, conserved"
88,Tb11.v5.0158,Tb11.v5.0158.1-p1;Tb927.7.4750:mRNA-p1,18.081435651045727,18.414121443890387,18.44853817711819,18.29471188586359,17.874575618150345,18.546388642906447,"hypothetical protein, conserved"
89,Tb11.v5.0160,Tb11.v5.0160.1-p1;Tb927.7.4770:mRNA-p1,22.086142705610158,22.15092282723673,22.145998049645684,22.334329077478493,22.32347785778108,22.293471648838135,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative"
91,Tb11.v5.0162,Tb11.v5.0162.1-p1;Tb927.7.4790:mRNA-p1,20.01770318044334,20.311831310281256,20.363246748838122,20.355242065281896,20.174634065669363,20.20426650107958,proteasome beta 6 subunit
92,Tb11.v5.0163,Tb11.v5.0163.1-p1;Tb927.7.4810:mRNA-p1,17.650591518857087,17.844077414905833,17.95714385384907,18.09067376279572,17.70583537439881,18.177344864100636,"HD domain containing protein, putative"
93,Tb11.v5.0164,Tb11.v5.0164.1-p1;Tb927.7.4820:mRNA-p1,16.406192027450793,16.691295188279284,16.365846371314205,16.35667185617492,16.298595416083074,16.654291632921563,"Trm112p-like protein, putative"
94,Tb11.v5.0166,Tb11.v5.0166.1-p1;Tb927.7.4840:mRNA-p1,16.462639434856175,16.513591953376316,16.579787099392725,16.3770209014937,16.340091590678153,16.355300547868918,"hypothetical protein, conserved"
96,Tb11.v5.0168,Tb11.v5.0168.1-p1;Tb927.7.4860:mRNA-p1,15.438971758012261,14.65274608535711,14.698958743278263,14.653169263785076,15.062345444646406,14.411246410493234,kinetoplastid kinetochore protein 13
97,Tb11.v5.0169,Tb11.v5.0169.1-p1;Tb927.7.4870:mRNA-p1,18.66201430531046,18.743794043038225,18.65943273046186,18.84709186022498,18.577179854913343,18.905572377135183,"hypothetical protein, conserved"
98,Tb11.v5.0170,Tb11.v5.0170.1-p1;Tb927.7.4890:mRNA-p1,15.283965527985702,15.272231097187516,15.56590684618569,15.336057974220546,15.503987042071484,14.894828677661442,Present in the outer mitochondrial membrane proteome 34
99,Tb11.v5.0171,Tb11.v5.0171.1-p1;Tb927.7.4900:mRNA-p1,19.010741846730646,19.097980341617095,18.935691755102475,19.059913942057733,18.810628114423476,19.264324615863124,5'-3' exoribonuclease A
100,Tb11.v5.0172,Tb11.v5.0172.1-p1;Tb927.7.4910:mRNA-p1,19.343500212147184,19.359736693763807,19.336787655025812,19.4541386138954,19.410786840662087,19.50256245527884,"hypothetical protein, conserved"
102,Tb11.v5.0177,Tb11.v5.0177.1-p1;Tb927.7.4960:mRNA-p1,17.251475187048623,16.9374030069577,17.00859514776856,17.00224280135279,17.253577020087423,16.990860502653522,"hypothetical protein, conserved"
103,Tb11.v5.0180,Tb11.v5.0180.1-p1;Tb927.7.4990:mRNA-p1,18.35743615916503,17.793212043464482,17.82836449889841,18.032298348147492,18.193482497851832,17.901249281233444,"hypothetical protein, conserved"
104,Tb11.v5.0181,Tb11.v5.0181.1-p1;Tb11.v5.0182.1-p1;Tb927.7.5000:mRNA-p1;Tb927.7.5020:mRNA-p1,23.84126276942367,23.68158973143934,23.609278402719404,23.5568644283967,23.646060066133813,23.527987587653882,"60S ribosomal protein L19, putative"
105,Tb11.v5.0183,Tb11.v5.0183.1-p1;Tb927.7.5030:mRNA-p1,20.839110538943974,20.612106613765015,20.611423129786058,20.818097549162342,20.76396484420299,20.753556277508256,"hypothetical protein, conserved"
106,Tb11.v5.0184,Tb11.v5.0184.1-p1;Tb927.7.5040:mRNA-p1,13.067567791324743,13.015025175027452,13.06204712617797,13.031385372700772,13.366332087058513,12.201229091827948,"kinesin, putative"
107,Tb11.v5.0185,Tb11.v5.0185.1-p1;Tb927.7.5050:mRNA-p1,19.477926709877874,17.448774079067903,17.63825426816077,17.827995046599913,19.51703916988965,17.925970253624534,"hypothetical protein, conserved"
108,Tb11.v5.0187,Tb11.v5.0187.1-p1;Tb927.7.5070:mRNA-p1,14.654117109220007,14.873086590728473,14.787404523741575,15.462197074106845,14.448432815282397,14.923942017323316,hypothetical protein
109,Tb11.v5.0188,Tb11.v5.0188.1-p1;Tb927.7.5080:mRNA-p1,13.924252085203882,13.32411515631344,13.509295392631572,13.236049238287235,13.754077860968197,13.06775618149515,ATP-NAD kinase-like protein
110,Tb11.v5.0190,Tb11.v5.0190.1-p1;Tb927.10.5950:mRNA-p1,15.995143472016508,15.767214786895941,15.766340452273875,16.197726032793984,16.08186600249496,16.093795849544517,"Serine/threonine-protein kinase NEK17, putative"
111,Tb11.v5.0191,Tb11.v5.0191.1-p1;Tb927.10.5960:mRNA-p1,16.718238841306786,16.974035622936473,16.913141056906728,17.078199029527635,16.960900415605987,17.32348967743533,"engulfment and cell motility domain 2, putative"
112,Tb11.v5.0193,Tb11.v5.0193.1-p1;Tb927.10.5990:mRNA-p1,18.28432483485632,17.987977992735793,17.823495526566152,18.3159834257446,18.332140379984505,18.22778925250093,"Centrosomal protein of 57 kDa, putative"
113,Tb11.v5.0194,Tb11.v5.0194.1-p1;Tb927.10.6000:mRNA-p1,19.22511136024142,18.953676673870802,19.076806139247978,19.40190316962136,19.310887875670637,19.582839590896963,"hypothetical protein, conserved"
114,Tb11.v5.0196,Tb11.v5.0196.1-p1,19.971948164848303,19.957209581731497,19.982585609517933,20.091415531412608,19.874681141309264,19.996944246036715,"Proteasome subunit A N-terminal signature/Proteasome subunit, putative"
116,Tb11.v5.0199,Tb11.v5.0199.1-p1;Tb927.10.6060:mRNA-p1,21.494381729875258,21.10707879927953,21.04446983143089,21.155660257164566,21.50673008692611,21.182514685327718,universal minicircle sequence binding protein 2
117,Tb11.v5.0200,Tb11.v5.0200.1-p1;Tb927.10.6080:mRNA-p1,21.19461529812548,22.456042020644855,22.515958928026965,22.75793024411246,22.621469510126108,22.747302808857015,"proteasome subunit beta type-5, putative"
119,Tb11.v5.0203,Tb11.v5.0203.1-p1;Tb927.10.6110:mRNA-p1,17.25221989137845,17.053230716489022,17.269454315442964,17.214922187115405,17.398190730296857,17.17521861122114,"hypothetical protein, conserved"
120,Tb11.v5.0204,Tb11.v5.0204.1-p1;Tb927.10.6120:mRNA-p1,14.191376148008894,14.560561992575083,14.671321425090087,14.974440235849299,14.842457962320825,14.645998410421281,"Peptidase M76 family, putative"
122,Tb11.v5.0208,Tb11.v5.0208.1-p1;Tb927.5.310:mRNA-p1,18.529281841764195,18.61870318268984,18.666498491903926,18.956699536326777,18.96793940816596,18.874368770366967,"invariant surface glycoprotein, putative"
123,Tb11.v5.0210,Tb11.v5.0210.1-p1;Tb927.5.286b:mRNA-p1,14.445147364628447,13.437306839618472,13.701579010431368,14.151273478964997,14.472709801022376,14.200940350190997,adenosine transporter 1
124,Tb11.v5.0213,Tb11.v5.0213.1-p1;Tb927.5.291b:mRNA-p1,20.050542024479416,19.65268285496967,20.21595862309035,20.14387673650203,19.80654254216017,20.159512914089394,"variant surface glycoprotein (VSG)-related, putative"
125,Tb11.v5.0214,Tb11.v5.0214.1-p1;Tb927.5.295b:mRNA-p1,20.313078850774694,20.30106157542658,20.422501766561677,20.92964173614048,20.869620480726756,20.844291237711815,retrotransposon hotspot (RHS) protein 1
126,Tb11.v5.0215,Tb11.v5.0215.1-p1;Tb927.5.300:mRNA-p1;Tb927.5.300b:mRNA-p1,18.095746142428908,17.828693865177556,17.782685334455234,18.203025621003704,18.39580134851644,18.214962343061302,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein, putative"
127,Tb11.v5.0216,Tb11.v5.0216.1-p1;Tb927.5.309b:mRNA-p1,19.772555006281536,19.854100977590612,19.880478479254332,20.278448749241907,20.17766528056379,20.185543620250773,"invariant surface glycoprotein, putative"
128,Tb11.v5.0218,Tb11.v5.0218.1-p1;Tb927.5.500:mRNA-p1,19.727947244668524,19.474561277702726,18.957424549457567,19.55601470999247,19.496057466276987,19.51980707445588,"hypothetical protein, conserved"
129,Tb11.v5.0219,Tb11.v5.0219.1-p1;Tb927.5.490:mRNA-p1,16.951581581372324,16.53510649553469,16.545271708886744,17.096361604052017,17.35314588301181,16.9406176577359,"methyltransferase, putative"
131,Tb11.v5.0226,Tb11.v5.0226.1-p1;Tb927.5.410:mRNA-p1,14.035529408461116,13.886997996444693,13.745454502810826,14.427514135472366,14.72640122335055,14.311206719419795,"invariant surface glycoprotein, putative"
132,Tb11.v5.0228,Tb11.v5.0228.1-p1;Tb927.5.390:mRNA-p1,19.82862007662256,19.915725684388782,19.89320069450528,20.28885593828938,20.30512185056823,20.25964629925103,"75 kDa invariant surface glycoprotein, putative"
133,Tb11.v5.0230,Tb11.v5.0230.1-p1;Tb927.5.370:mRNA-p1,18.009437056324074,17.84605665091649,17.655354383781106,17.796189958327016,18.217179409000117,18.132854573603662,"75 kDa invariant surface glycoprotein, putative"
134,Tb11.v5.0231,Tb11.v5.0231.1-p1;Tb927.5.360:mRNA-p1,19.01341536901307,19.337882641342162,19.407646001516998,19.681100048137875,19.50684797907802,19.620160524146236,75 kDa invariant surface glycoprotein
135,Tb11.v5.0232,Tb11.v5.0232.1-p1;Tb927.10.5250:mRNA-p1,17.89144581007106,18.01574205288122,18.053167231810363,17.98888695669017,17.787983739144238,17.911236442849713,"zinc finger protein family member, putative"
136,Tb11.v5.0233,Tb11.v5.0233.1-p1;Tb927.10.5240:mRNA-p1,15.492094249355864,14.795501074564024,14.83964678343408,14.700308899560051,15.29759976700248,14.425534659627433,"cAMP binding protein, putative"
138,Tb11.v5.0237,Tb11.v5.0237.1-p1;Tb927.10.5200:mRNA-p1,16.326422080598103,15.91038947544804,16.034232075094817,15.693903563947398,15.917511303652617,15.582588449085613,"hypothetical protein, conserved"
139,Tb11.v5.0243,Tb11.v5.0243.1-p1;Tb11.v5.1060.1-p1;Tb927.10.5330:mRNA-p1;Tb927.10.5340:mRNA-p1,23.389264894168694,23.424051184524455,23.388353958312706,23.26180110719531,23.23784976872883,23.23100798659755,"40S ribosomal protein S18, putative"
140,Tb11.v5.0245,Tb11.v5.0245.1-p1;Tb927.10.5310:mRNA-p1,15.35303574251873,15.703176249139682,15.336412985444582,15.535632774414415,15.600795392821624,15.088373697502897,"AMP-activated kinase, alpha 1"
141,Tb11.v5.0246,Tb11.v5.0246.1-p1;Tb927.10.5300:mRNA-p1,19.135739341938002,18.965965666801036,18.915518727090202,18.815960180917198,18.957513113575263,18.874455453048075,"eukaryotic translation initiation factor 6 (eIF-6), putative"
142,Tb11.v5.0248,Tb11.v5.0248.1-p1;Tb927.10.5280:mRNA-p1,16.1984242078359,15.80968129737456,15.845033623535391,15.959625880638423,15.992594197501838,15.689235442889698,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative"
144,Tb11.v5.0252,Tb11.v5.0252.1-p1;Tb927.11.7310:mRNA-p1,17.482085613199082,17.20613648185823,17.026051261503724,17.102592485754187,17.451624031234914,17.186371201547733,"RNA binding protein, putative"
145,Tb11.v5.0253,Tb11.v5.0253.1-p1;Tb927.11.7300:mRNA-p1,17.163532980992827,17.18975338929013,17.119998771667007,17.47364085240531,17.44883342653031,17.298865261567155,"major facilitator superfamily, putative"
146,Tb11.v5.0254,Tb11.v5.0254.1-p1;Tb927.11.7290:mRNA-p1,18.035681426294154,17.854200398092498,17.75434806373216,17.60005728619854,17.659233780390768,17.400479485568233,"pantothenate kinase subunit, putative"
147,Tb11.v5.0255,Tb11.v5.0255.1-p1;Tb927.11.7280:mRNA-p1,17.493351822860312,16.994139067152574,17.143999234705568,16.933635461885377,17.342508501476782,16.90877301270906,"DNA-direcetd RNA polymerase II, subunit 9, putative"
148,Tb11.v5.0256,Tb11.v5.0256.1-p1;Tb927.11.7270:mRNA-p1,19.624795678925747,19.468671891411958,19.531205577547876,19.52916922483341,19.617376436636093,19.626188607941156,"proteasome beta 3 subunit, putative"
